Timestamp,X,Y,Z,Joint,ScenarioId
78,0.268107154,0.861821098,0.087292224,WristRight,9
79,0.259181707,0.873388383,0.082620531,WristRight,9
80,0.25147358,0.886260061,0.07878224,WristRight,9
81,0.247328327,0.896032952,0.076577794,WristRight,9
82,0.245958839,0.903192102,0.075753694,WristRight,9
83,0.246889943,0.909694635,0.075775351,WristRight,9
84,0.248051438,0.918655959,0.07622956,WristRight,9
85,0.249218057,0.930946383,0.076535338,WristRight,9
86,0.250276977,0.949226381,0.076839528,WristRight,9
87,0.251027592,0.971633698,0.077079515,WristRight,9
88,0.251798009,0.995941955,0.077217245,WristRight,9
89,0.25404619,1.020612147,0.077045379,WristRight,9
90,0.257128934,1.043294283,0.076288989,WristRight,9
91,0.259962585,1.06159729,0.074991889,WristRight,9
92,0.26174998,1.077153853,0.072993875,WristRight,9
93,0.26250042,1.090557853,0.070718433,WristRight,9
94,0.262224952,1.101356449,0.068296501,WristRight,9
95,0.260663288,1.110954209,0.065440671,WristRight,9
96,0.25846727,1.118060728,0.062040358,WristRight,9
97,0.256225719,1.122033213,0.058789796,WristRight,9
98,0.254367655,1.123777458,0.056141098,WristRight,9
99,0.253982025,1.124363102,0.054533667,WristRight,9
100,0.255506104,1.123769311,0.053929798,WristRight,9
101,0.257939757,1.122380286,0.053686601,WristRight,9
102,0.261078404,1.120349016,0.052925098,WristRight,9
103,0.264257365,1.117914204,0.051805653,WristRight,9
104,0.270840236,1.113237909,0.05074351,WristRight,9
105,0.284999889,1.105090136,0.049958986,WristRight,9
106,0.309371075,1.092164599,0.049656955,WristRight,9
107,0.340546431,1.075141898,0.049677023,WristRight,9
108,0.370828488,1.058836619,0.049745372,WristRight,9
109,0.391335186,1.046417703,0.050155465,WristRight,9
110,0.402224562,1.037258408,0.049490433,WristRight,9
111,0.40524559,1.030737868,0.046112989,WristRight,9
112,0.406748537,1.024708787,0.038640376,WristRight,9
113,0.411338372,1.017960068,0.029700617,WristRight,9
114,0.420786327,1.010832299,0.022223506,WristRight,9
115,0.433178676,1.00311168,0.018418329,WristRight,9
116,0.44632759,0.995868274,0.017628508,WristRight,9
117,0.45589751,0.990738209,0.01870929,WristRight,9
118,0.461179317,0.987940712,0.019310211,WristRight,9
119,0.463326825,0.987078018,0.019923735,WristRight,9
120,0.464352599,0.986862859,0.020454247,WristRight,9
121,0.465665508,0.986053224,0.020759517,WristRight,9
122,0.467217272,0.985130971,0.020565442,WristRight,9
123,0.46856688,0.984268846,0.020322039,WristRight,9
124,0.46919934,0.983651583,0.019979875,WristRight,9
125,0.469412973,0.983302939,0.019546766,WristRight,9
126,0.469442755,0.9831422,0.018933209,WristRight,9
127,0.469346324,0.983031392,0.017857211,WristRight,9
128,0.469167161,0.983023327,0.016104304,WristRight,9
129,0.468798565,0.983115902,0.013542628,WristRight,9
130,0.468227045,0.983245302,0.011042558,WristRight,9
131,0.467421642,0.983401159,0.008941263,WristRight,9
132,0.466333633,0.983533651,0.007209311,WristRight,9
133,0.464832884,0.983592955,0.005364202,WristRight,9
134,0.463042356,0.983613431,0.003551887,WristRight,9
135,0.461218113,0.983599351,0.001764755,WristRight,9
136,0.459667882,0.983563177,0.000644236,WristRight,9
137,0.458560621,0.983501395,0.000156079,WristRight,9
138,0.457852741,0.983296671,0.0,WristRight,9
139,0.457399937,0.982750005,9.41e-07,WristRight,9
140,0.457039791,0.981716415,0.00100049,WristRight,9
141,0.456620231,0.980134862,0.003548466,WristRight,9
142,0.456103557,0.97818655,0.007924656,WristRight,9
143,0.455371842,0.976260103,0.01317379,WristRight,9
144,0.454385341,0.974571888,0.017655627,WristRight,9
145,0.453210327,0.973129243,0.020345252,WristRight,9
146,0.451988881,0.971795383,0.021330462,WristRight,9
147,0.450885235,0.970396054,0.021248503,WristRight,9
148,0.450106385,0.968798593,0.021039175,WristRight,9
149,0.449579894,0.967079878,0.020954044,WristRight,9
150,0.449158903,0.965245,0.020876803,WristRight,9
151,0.448883848,0.963366852,0.020818222,WristRight,9
152,0.448602144,0.96152777,0.020734744,WristRight,9
153,0.448322563,0.959857109,0.02059938,WristRight,9
154,0.447700468,0.958360543,0.020136663,WristRight,9
155,0.446280354,0.957296227,0.018997338,WristRight,9
156,0.443862905,0.956503934,0.017010724,WristRight,9
157,0.440930781,0.955595489,0.014902226,WristRight,9
158,0.438313185,0.954118444,0.013237449,WristRight,9
159,0.436738899,0.951857747,0.01241665,WristRight,9
160,0.43617107,0.948884005,0.012264958,WristRight,9
161,0.436172995,0.946135295,0.01260729,WristRight,9
162,0.436341884,0.944184422,0.013171383,WristRight,9
163,0.436617048,0.943192726,0.014158594,WristRight,9
164,0.437271798,0.942935392,0.01546263,WristRight,9
165,0.438309286,0.943008308,0.016857744,WristRight,9
166,0.439540048,0.942987921,0.018005916,WristRight,9
167,0.440689467,0.943009828,0.018864222,WristRight,9
168,0.441606628,0.943144542,0.0194151,WristRight,9
169,0.442306751,0.943504007,0.019649073,WristRight,9
170,0.442790986,0.944105878,0.019685524,WristRight,9
171,0.443093011,0.944860447,0.019680685,WristRight,9
172,0.443237644,0.945629454,0.019666383,WristRight,9
173,0.443309522,0.946388492,0.0196759,WristRight,9
174,0.443272528,0.947073338,0.019731426,WristRight,9
175,0.443160537,0.947686719,0.01988283,WristRight,9
176,0.442888231,0.948193989,0.02007005,WristRight,9
177,0.442460596,0.948553061,0.020235973,WristRight,9
178,0.441915832,0.948800946,0.020331247,WristRight,9
179,0.441362676,0.948967043,0.020356034,WristRight,9
180,0.440790946,0.949060932,0.020405463,WristRight,9
181,0.440289304,0.949110846,0.020379837,WristRight,9
182,0.439835746,0.94914598,0.019900322,WristRight,9
183,0.439493265,0.949130211,0.018756932,WristRight,9
184,0.439235878,0.949061535,0.016880626,WristRight,9
185,0.439037676,0.948909905,0.014847721,WristRight,9
186,0.438876023,0.948675048,0.013327125,WristRight,9
187,0.438760324,0.948374102,0.012566175,WristRight,9
188,0.438659765,0.948040822,0.012368834,WristRight,9
189,0.4385807,0.94764262,0.012467463,WristRight,9
190,0.438474464,0.947167391,0.012442831,WristRight,9
0,0.154557578,0.006498032,0.008419718,WristRight,1
1,0.154524083,0.00649991,0.009604308,WristRight,1
2,0.154556158,0.006498783,0.013977663,WristRight,1
3,0.154513562,0.006495967,0.020187618,WristRight,1
4,0.154362011,0.006493339,0.02670463,WristRight,1
5,0.153680725,0.006339025,0.032237365,WristRight,1
6,0.152083335,0.006369931,0.036014118,WristRight,1
7,0.149290066,0.007009792,0.038159529,WristRight,1
8,0.146242096,0.008296936,0.039621793,WristRight,1
9,0.143871149,0.009772827,0.040821748,WristRight,1
10,0.142302177,0.010978178,0.042163433,WristRight,1
11,0.142186688,0.011731716,0.044245159,WristRight,1
12,0.144112626,0.011582942,0.047895002,WristRight,1
13,0.147956663,0.010440792,0.053671415,WristRight,1
14,0.153441398,0.008313878,0.061271596,WristRight,1
15,0.158725153,0.005569127,0.068792319,WristRight,1
16,0.161963006,0.003021207,0.074570418,WristRight,1
17,0.16312238,0.001495877,0.078701132,WristRight,1
18,0.163160248,0.000774083,0.082584099,WristRight,1
19,0.163253166,0.000548811,0.087678686,WristRight,1
20,0.163883646,0.000395515,0.094656982,WristRight,1
21,0.16468704,0.000264621,0.102966121,WristRight,1
22,0.165424671,0.000469035,0.111802185,WristRight,1
23,0.165865773,0.001344417,0.121011326,WristRight,1
24,0.166006797,0.003296393,0.13069071,WristRight,1
25,0.165988722,0.006270998,0.140617789,WristRight,1
26,0.165947284,0.009821588,0.150186389,WristRight,1
27,0.165944861,0.013524308,0.158676993,WristRight,1
28,0.165891572,0.017421176,0.165833069,WristRight,1
29,0.165810098,0.021830389,0.172123916,WristRight,1
30,0.165952542,0.027178637,0.178461875,WristRight,1
31,0.166670193,0.033617974,0.185444247,WristRight,1
32,0.168289102,0.041119487,0.193046826,WristRight,1
33,0.170810751,0.04951573,0.200657526,WristRight,1
34,0.173797165,0.058653274,0.207592822,WristRight,1
35,0.176742173,0.068393343,0.213437327,WristRight,1
36,0.17945751,0.07890005,0.218172856,WristRight,1
37,0.18193503,0.090454236,0.221930704,WristRight,1
38,0.184309336,0.103502598,0.224787288,WristRight,1
39,0.186238123,0.11835404,0.226645827,WristRight,1
40,0.187467703,0.135229901,0.227589339,WristRight,1
41,0.188053786,0.153833778,0.227958288,WristRight,1
42,0.188018115,0.1734338,0.22785003,WristRight,1
43,0.187475414,0.192736872,0.227373618,WristRight,1
44,0.186897657,0.210580475,0.226576952,WristRight,1
45,0.186320606,0.226480295,0.225551493,WristRight,1
46,0.185838598,0.240932219,0.224568402,WristRight,1
47,0.185679486,0.254543874,0.223871191,WristRight,1
48,0.185988449,0.267462217,0.223258992,WristRight,1
49,0.18710483,0.279356825,0.222565303,WristRight,1
50,0.189645163,0.289869732,0.221763802,WristRight,1
51,0.193680302,0.299035976,0.221029052,WristRight,1
52,0.198545172,0.307361703,0.220506827,WristRight,1
53,0.203184366,0.315599591,0.220029884,WristRight,1
54,0.206562474,0.324567787,0.219192589,WristRight,1
55,0.208358253,0.335340167,0.217628055,WristRight,1
56,0.208918552,0.348702031,0.215331177,WristRight,1
57,0.208864387,0.364420303,0.212822544,WristRight,1
58,0.208721636,0.381188196,0.210835969,WristRight,1
59,0.208663799,0.397498737,0.209709793,WristRight,1
60,0.208524133,0.412598951,0.209401147,WristRight,1
61,0.208607509,0.426843911,0.209434636,WristRight,1
62,0.209558006,0.441269689,0.209247583,WristRight,1
63,0.212057508,0.456487953,0.208560673,WristRight,1
64,0.216417778,0.472333301,0.207389266,WristRight,1
65,0.222184498,0.488027562,0.20591795,WristRight,1
66,0.228266674,0.502876267,0.204555063,WristRight,1
67,0.233769884,0.516507599,0.203531368,WristRight,1
68,0.23834876,0.529276072,0.202941117,WristRight,1
69,0.242135829,0.542043224,0.202699422,WristRight,1
70,0.245632636,0.555783672,0.202607635,WristRight,1
71,0.249489798,0.570803892,0.202610161,WristRight,1
72,0.254144177,0.586547764,0.202777293,WristRight,1
73,0.259711815,0.601955117,0.203194024,WristRight,1
74,0.265795933,0.616322009,0.2037205,WristRight,1
75,0.271530246,0.629859918,0.204192005,WristRight,1
76,0.276158347,0.643437681,0.204532429,WristRight,1
77,0.279688758,0.65768156,0.20459732,WristRight,1
78,0.282659266,0.672358236,0.204265425,WristRight,1
79,0.285580458,0.686753633,0.203402114,WristRight,1
80,0.288587702,0.700424965,0.201693006,WristRight,1
81,0.291631281,0.713432174,0.199075571,WristRight,1
82,0.294817705,0.726024544,0.195752948,WristRight,1
83,0.298541313,0.738234172,0.191946107,WristRight,1
84,0.303018364,0.749988611,0.187947819,WristRight,1
85,0.307921445,0.761439682,0.184020731,WristRight,1
86,0.31259241,0.773233236,0.18027461,WristRight,1
87,0.316609677,0.785881708,0.176757547,WristRight,1
88,0.319975994,0.799387941,0.173405146,WristRight,1
89,0.322841877,0.81312312,0.170213158,WristRight,1
90,0.325201031,0.826451719,0.167227036,WristRight,1
91,0.326949457,0.838982315,0.164560198,WristRight,1
92,0.328203522,0.8510155,0.162156603,WristRight,1
93,0.329346051,0.863135961,0.159828669,WristRight,1
94,0.330774788,0.875937175,0.157270066,WristRight,1
95,0.332596624,0.889371391,0.154405594,WristRight,1
96,0.334669445,0.902839276,0.151487165,WristRight,1
97,0.336725805,0.915406289,0.148848046,WristRight,1
98,0.338668483,0.926644628,0.146276658,WristRight,1
99,0.340280683,0.93679195,0.142917086,WristRight,1
100,0.341402715,0.946682302,0.137709277,WristRight,1
101,0.342022746,0.957087891,0.130101453,WristRight,1
102,0.342212491,0.968230839,0.120333416,WristRight,1
103,0.342045058,0.979405572,0.109206123,WristRight,1
104,0.342469446,0.989411911,0.097705594,WristRight,1
105,0.344475777,0.996534775,0.086895814,WristRight,1
106,0.348636959,1.000350938,0.077907693,WristRight,1
107,0.3545966,1.001618029,0.071691817,WristRight,1
108,0.360270651,1.001435888,0.068483138,WristRight,1
109,0.363953172,1.000755953,0.06752851,WristRight,1
110,0.365547223,1.000312299,0.067252302,WristRight,1
111,0.365675104,0.999868334,0.065754791,WristRight,1
112,0.364687942,0.999486371,0.061445071,WristRight,1
113,0.362663873,0.999471304,0.053848457,WristRight,1
114,0.359580212,0.999884394,0.043919094,WristRight,1
115,0.356478638,1.000442104,0.033764532,WristRight,1
116,0.354400826,1.001031735,0.025726021,WristRight,1
117,0.353372887,1.001471995,0.020970371,WristRight,1
118,0.353585002,1.001693653,0.019063031,WristRight,1
119,0.355154015,1.001571853,0.018783453,WristRight,1
120,0.358420761,1.001130531,0.019103639,WristRight,1
121,0.363075915,1.000278965,0.019234602,WristRight,1
122,0.36764037,0.999289388,0.018690674,WristRight,1
123,0.370463492,0.998481043,0.017070163,WristRight,1
124,0.371585831,0.998147678,0.014236115,WristRight,1
125,0.371640145,0.998018108,0.010837884,WristRight,1
126,0.371469684,0.997837683,0.008087305,WristRight,1
127,0.37139853,0.997432788,0.006540896,WristRight,1
128,0.371168354,0.996916232,0.00606566,WristRight,1
129,0.370715461,0.996387231,0.006161325,WristRight,1
130,0.370127409,0.995899052,0.006310143,WristRight,1
131,0.369353767,0.995434765,0.006383679,WristRight,1
132,0.368060501,0.994995991,0.00626151,WristRight,1
133,0.365693463,0.994591396,0.005649998,WristRight,1
134,0.362033712,0.99423424,0.004343076,WristRight,1
135,0.357671491,0.993941521,0.002683924,WristRight,1
136,0.353970338,0.99372224,0.001237059,WristRight,1
137,0.351727229,0.99358782,0.000417707,WristRight,1
138,0.350772779,0.993529503,0.0,WristRight,1
139,0.350899172,0.993473237,0.000118531,WristRight,1
140,0.351800298,0.993327543,0.000892746,WristRight,1
141,0.353399988,0.99302486,0.002611503,WristRight,1
142,0.355505748,0.992677316,0.005157425,WristRight,1
143,0.357422042,0.992402261,0.007685335,WristRight,1
144,0.358453337,0.992257736,0.009292531,WristRight,1
145,0.358794967,0.992199354,0.009954155,WristRight,1
146,0.358613648,0.99228934,0.009974474,WristRight,1
147,0.358319713,0.992550374,0.00983021,WristRight,1
148,0.358020385,0.993051203,0.009817427,WristRight,1
149,0.357739441,0.993730028,0.009676928,WristRight,1
150,0.357422187,0.994504782,0.009496671,WristRight,1
151,0.357513403,0.995298851,0.010095942,WristRight,1
152,0.358194128,0.996165807,0.012339883,WristRight,1
153,0.359143156,0.996973946,0.015406974,WristRight,1
154,0.360094389,0.997577051,0.018323059,WristRight,1
155,0.360852229,0.997886329,0.020113983,WristRight,1
156,0.36106921,0.99795753,0.020924489,WristRight,1
157,0.36049216,0.997906085,0.020349735,WristRight,1
158,0.359069185,0.99785542,0.018465193,WristRight,1
159,0.356649664,0.997805623,0.014686798,WristRight,1
160,0.35403388,0.997756526,0.01024836,WristRight,1
161,0.352103355,0.997718946,0.006550468,WristRight,1
162,0.351304248,0.997696902,0.005007447,WristRight,1
163,0.351231421,0.997723756,0.004840624,WristRight,1
164,0.351375155,0.99783923,0.005141221,WristRight,1
165,0.351434628,0.998082224,0.005172871,WristRight,1
166,0.351629036,0.998382714,0.005280562,WristRight,1
167,0.352047304,0.998640505,0.005573295,WristRight,1
168,0.352531584,0.998775196,0.005938131,WristRight,1
169,0.35292403,0.998811187,0.00625908,WristRight,1
170,0.353149685,0.998789592,0.006509746,WristRight,1
171,0.353200184,0.99876758,0.006542891,WristRight,1
172,0.35302035,0.998734374,0.006218932,WristRight,1
173,0.352602018,0.998677697,0.005482594,WristRight,1
174,0.351879262,0.998590443,0.004334409,WristRight,1
175,0.350988888,0.998477233,0.003047383,WristRight,1
176,0.350240681,0.998345756,0.002087955,WristRight,1
177,0.349805586,0.998233251,0.001581179,WristRight,1
178,0.349650426,0.998162559,0.00143493,WristRight,1
179,0.349598258,0.998135901,0.001386826,WristRight,1
180,0.349651235,0.998129355,0.001450715,WristRight,1
181,0.349863949,0.998140055,0.001815021,WristRight,1
182,0.350337768,0.998184515,0.002703298,WristRight,1
183,0.350931551,0.99828687,0.004053299,WristRight,1
184,0.351453286,0.998437447,0.005528101,WristRight,1
185,0.351710963,0.99859293,0.006663699,WristRight,1
186,0.351765825,0.998701223,0.007326752,WristRight,1
187,0.351729828,0.99875266,0.007628674,WristRight,1
188,0.351726379,0.998813694,0.007748852,WristRight,1
189,0.351700889,0.998865461,0.007818778,WristRight,1
190,0.351564717,0.998733159,0.007869133,WristRight,1
0,0.123488351,0.004798963,0.0,WristRight,12
1,0.123776041,0.004794936,0.005122089,WristRight,12
2,0.124097724,0.004854905,0.010244178,WristRight,12
3,0.124270961,0.00480259,0.015366267,WristRight,12
4,0.124039025,0.004357756,0.020488356,WristRight,12
5,0.123279104,0.003469473,0.025610445,WristRight,12
6,0.12187571,0.002277184,0.030732534,WristRight,12
7,0.120329712,0.001199211,0.035854623,WristRight,12
8,0.119151537,0.000560785,0.040976712,WristRight,12
9,0.118670939,0.000325941,0.034605599,WristRight,12
10,0.118637016,0.000207542,0.029191624,WristRight,12
11,0.118726111,0.000171755,0.024430481,WristRight,12
12,0.118779041,0.000666787,0.020713855,WristRight,12
13,0.118749279,0.002206256,0.018040485,WristRight,12
14,0.118451628,0.004992111,0.016566018,WristRight,12
15,0.117699329,0.008960966,0.016621914,WristRight,12
16,0.116884372,0.013184415,0.018553553,WristRight,12
17,0.116067104,0.017991673,0.0227729,WristRight,12
18,0.115427535,0.024193993,0.029194478,WristRight,12
19,0.114565596,0.032067102,0.036426905,WristRight,12
20,0.113085161,0.042038383,0.042644234,WristRight,12
21,0.110849683,0.054009034,0.047496941,WristRight,12
22,0.108693615,0.06664732,0.051076163,WristRight,12
23,0.107045358,0.079347583,0.054597669,WristRight,12
24,0.106248918,0.092920351,0.058268256,WristRight,12
25,0.106099447,0.108418608,0.06245632,WristRight,12
26,0.106158807,0.126975905,0.06736222,WristRight,12
27,0.10620685,0.149363286,0.072559075,WristRight,12
28,0.106428646,0.174496807,0.077642048,WristRight,12
29,0.106818549,0.198646943,0.082673741,WristRight,12
30,0.10723283,0.22019027,0.086979098,WristRight,12
31,0.107589578,0.238649515,0.090424429,WristRight,12
32,0.107729077,0.253454692,0.093163048,WristRight,12
33,0.107720907,0.266180685,0.095689755,WristRight,12
34,0.107741553,0.278108562,0.099031143,WristRight,12
35,0.108086401,0.288912857,0.103644279,WristRight,12
36,0.10853534,0.299823898,0.108999762,WristRight,12
37,0.109488619,0.311901889,0.113502159,WristRight,12
38,0.111090349,0.325058417,0.11626171,WristRight,12
39,0.113479796,0.339085812,0.117266946,WristRight,12
40,0.115985617,0.353683964,0.117433084,WristRight,12
41,0.118091249,0.368835698,0.116743916,WristRight,12
42,0.119295206,0.385539281,0.115846884,WristRight,12
43,0.119764689,0.404455764,0.114773807,WristRight,12
44,0.119655091,0.425605469,0.11384288,WristRight,12
45,0.120118887,0.446378385,0.113106079,WristRight,12
46,0.121136392,0.465015676,0.113227007,WristRight,12
47,0.122955327,0.480354032,0.114121585,WristRight,12
48,0.125812442,0.492906132,0.116718068,WristRight,12
49,0.129200576,0.505156624,0.121382034,WristRight,12
50,0.132329168,0.51937998,0.127412739,WristRight,12
51,0.135277889,0.534545685,0.13308156,WristRight,12
52,0.137693805,0.550346372,0.137581077,WristRight,12
53,0.139724308,0.565216132,0.140229932,WristRight,12
54,0.141272739,0.578296077,0.141396147,WristRight,12
55,0.142232136,0.590950549,0.141767238,WristRight,12
56,0.142910841,0.604303696,0.142034689,WristRight,12
57,0.143172336,0.619154211,0.141685837,WristRight,12
58,0.141959259,0.637059866,0.14033683,WristRight,12
59,0.138277825,0.657934669,0.138428735,WristRight,12
60,0.131230107,0.682290469,0.13655015,WristRight,12
61,0.121468723,0.708298814,0.135278349,WristRight,12
62,0.111577045,0.734342372,0.135038848,WristRight,12
63,0.103653132,0.759519304,0.135360127,WristRight,12
64,0.09759112,0.783948506,0.13584132,WristRight,12
65,0.093187327,0.809049576,0.136877771,WristRight,12
66,0.088557932,0.837607744,0.138391971,WristRight,12
67,0.08278412,0.867164077,0.140156782,WristRight,12
68,0.076419247,0.896708098,0.141600683,WristRight,12
69,0.070013084,0.921726068,0.142515227,WristRight,12
70,0.063016465,0.941115728,0.142971619,WristRight,12
71,0.056446707,0.956516762,0.143086925,WristRight,12
72,0.049003549,0.970335311,0.143040483,WristRight,12
73,0.040660512,0.982673927,0.142971413,WristRight,12
74,0.032919925,0.99518042,0.142821401,WristRight,12
75,0.025871531,1.00506527,0.143186474,WristRight,12
76,0.018761011,1.013138041,0.144761785,WristRight,12
77,0.011501109,1.02012812,0.148047549,WristRight,12
78,0.002954138,1.026259125,0.151804107,WristRight,12
79,-0.006853893,1.031226977,0.154821841,WristRight,12
80,-0.016250732,1.035245934,0.156428705,WristRight,12
81,-0.025256188,1.037523995,0.156581188,WristRight,12
82,-0.034352673,1.038929878,0.155584161,WristRight,12
83,-0.043473141,1.039991252,0.15420576,WristRight,12
84,-0.051919728,1.041075644,0.15242878,WristRight,12
85,-0.059420172,1.042045039,0.150751909,WristRight,12
86,-0.065569175,1.042822567,0.149579454,WristRight,12
87,-0.070493524,1.043339599,0.148700789,WristRight,12
88,-0.074598413,1.043744612,0.147708488,WristRight,12
89,-0.077972932,1.044167152,0.14645268,WristRight,12
90,-0.080557481,1.04461685,0.145111166,WristRight,12
91,-0.08279856,1.044964286,0.143994884,WristRight,12
92,-0.085095617,1.045354306,0.142964222,WristRight,12
93,-0.087628587,1.045909735,0.141910492,WristRight,12
94,-0.090664272,1.046743365,0.140813054,WristRight,12
95,-0.094206193,1.047758635,0.139683535,WristRight,12
96,-0.09799988,1.048553209,0.138789095,WristRight,12
97,-0.101513986,1.048991619,0.138254272,WristRight,12
98,-0.103993215,1.049447567,0.137741671,WristRight,12
99,-0.105251331,1.050209415,0.136926839,WristRight,12
100,-0.105645748,1.051558921,0.135494503,WristRight,12
101,-0.105614243,1.053424687,0.133680426,WristRight,12
102,-0.105496946,1.055362068,0.132324268,WristRight,12
103,-0.10560905,1.057189848,0.131009771,WristRight,12
104,-0.105508624,1.058940156,0.128946272,WristRight,12
105,-0.105038227,1.06052068,0.125016846,WristRight,12
106,-0.104402147,1.06214441,0.119038132,WristRight,12
107,-0.103792082,1.063735569,0.112667687,WristRight,12
108,-0.102790361,1.065348281,0.107015018,WristRight,12
109,-0.103206091,1.067092372,0.100971138,WristRight,12
110,-0.105690415,1.068933027,0.092834594,WristRight,12
111,-0.109391497,1.070821204,0.081015256,WristRight,12
112,-0.113197884,1.072439751,0.066848968,WristRight,12
113,-0.115920871,1.073425583,0.054103875,WristRight,12
114,-0.116398365,1.073895068,0.044801551,WristRight,12
115,-0.116086633,1.073940075,0.038971746,WristRight,12
116,-0.115881787,1.073632934,0.035026172,WristRight,12
117,-0.115620431,1.073143662,0.031027025,WristRight,12
118,-0.115222991,1.072331209,0.026729268,WristRight,12
119,-0.11473939,1.07148659,0.023084136,WristRight,12
120,-0.114279184,1.070900821,0.020504689,WristRight,12
121,-0.113680297,1.070638932,0.019199635,WristRight,12
122,-0.11268424,1.070595002,0.018673914,WristRight,12
123,-0.111232197,1.070737029,0.01840737,WristRight,12
124,-0.109431224,1.07087273,0.018188923,WristRight,12
125,-0.107477837,1.0710258,0.017973723,WristRight,12
126,-0.105646141,1.071172322,0.017813556,WristRight,12
127,-0.104294134,1.071196091,0.017757832,WristRight,12
128,-0.103648204,1.071094984,0.017184646,WristRight,12
129,-0.103548821,1.071023206,0.016948993,WristRight,12
130,-0.101833961,1.070765093,0.019162442,WristRight,12
131,-0.096158896,1.070580485,0.025411018,WristRight,12
